,Name,Email,Address,reaction,Datetime,Sentiment,Score,Content,Category,Device,Duration,state
11494,Brett Sandidge,BS@gmail.com,"61958 Courtney Branch
Sarastad, VT 69469",love,2021-01-11 21:30,positive,65,video,food,Google,59,VT
11495,David Pujols,DP@gmail.com,"282 David Cliffs
Lake Savannah, WA 21990",cherish,2020-10-23 18:20,positive,70,video,food,Huawei,56,WA
11496,Dona Rivera,DR@gmail.com,"4820 Jeffrey Wall
Port Stacy, MA 06050",want,2021-01-14 4:57,positive,70,video,food,Samsung,47,MA
11497,Rita Jones,RJ@gmail.com,"56503 Christopher Road Apt. 657
North Jamesfort, GA 32215",hate,2021-05-20 9:17,negative,5,video,food,Microsoft,49,GA
11498,Jo Pearson,JP@gmail.com,"60402 Liu Ports
Ryanmouth, MT 81556",want,2020-09-17 3:53,positive,70,video,food,Huawei,12,MT
11499,Thomas Wickman,TW@gmail.com,"USCGC Wang
FPO AP 92458",hate,2020-11-27 16:49,negative,5,video,food,Google,17,FP
11500,Antonia Witt,AW@gmail.com,"7813 David Lights
Riceton, MI 36593",heart,2020-08-10 19:21,positive,60,video,food,Microsoft,82,MI
11501,Jimmy Anderson,JA@gmail.com,"541 Rose Roads
Bradshawfurt, WI 34666",love,2021-04-01 16:39,positive,65,video,food,Huawei,81,WI
11502,Maxine Wilson,MW@gmail.com,"00530 Harvey Trace Suite 135
Youngborough, NM 49274",dislike,2020-07-20 23:24,negative,10,video,food,Huawei,9,NM
11503,Jeanie Kirn,JK@gmail.com,"644 Emily Burgs
South Paulstad, TX 93774",cherish,2020-07-14 20:57,positive,70,video,food,Motorola,40,TX
11504,Benjamin Baker,BB@gmail.com,"12492 Harris Underpass Apt. 319
Larryfurt, OH 30726",intrigued,2020-10-07 18:18,positive,45,video,food,Huawei,73,OH
11505,Dona Rivera,DR@gmail.com,"4820 Jeffrey Wall
Port Stacy, MA 06050",cherish,2020-08-12 0:11,positive,70,video,food,Samsung,47,MA
11506,Matthew Brown,MB@gmail.com,"22154 Sampson Meadow Suite 214
West Michael, CA 54623",disgust,2020-06-25 21:01,negative,0,video,food,Samsung,22,CA
11507,Tyler Roosa,TR@gmail.com,"USNS Schneider
FPO AE 13152",indifferent,2020-11-09 22:35,neutral,20,video,food,Microsoft,2,FP
11508,Patrick Ponce,PP@gmail.com,"371 Payne Village Apt. 262
Brianton, KS 65215",cherish,2020-09-26 9:18,positive,70,video,food,HTC,11,KS
11509,Belle Walks,BW@gmail.com,"874 Reed Groves
New Johnathanmouth, CO 59652",indifferent,2020-09-21 11:52,neutral,20,video,food,Samsung,44,CO
11510,Roberta Harris,RH@gmail.com,"3846 Maynard Estates Suite 429
Andrewmouth, MD 84230",want,2020-08-24 13:31,positive,70,video,food,Microsoft,6,MD
11511,Diane Arrington,DA@gmail.com,"588 Michael Road
Lake Larryberg, MD 40485",indifferent,2021-01-05 14:47,neutral,20,video,food,Apple,60,MD
11512,Steven Jones,SJ@gmail.com,"913 Adam Plains Suite 065
South Charles, PA 69250",adore,2021-06-10 23:02,positive,72,video,food,Microsoft,41,PA
11513,Patricia Brown,PB@gmail.com,"737 Frederick Squares Suite 479
East Tiffanyhaven, RI 58805",interested,2021-02-06 12:01,positive,30,video,food,Microsoft,83,RI
11514,Benita Brady,BB@gmail.com,"473 Ronald Manor
East Olivia, ME 99898",indifferent,2021-05-26 12:49,neutral,20,video,food,Apple,66,ME
11515,Megan Keck,MK@gmail.com,"3625 Rebecca Crescent
West Benjamin, CA 88681",heart,2020-07-14 19:05,positive,60,video,food,Apple,57,CA
11516,Thomas Goehner,TG@gmail.com,"PSC 3816, Box 4398
APO AA 82519",super love,2021-06-06 19:43,positive,75,video,food,Microsoft,60,AP
11517,Daniel Gray,DG@gmail.com,"9439 Jeffrey Alley Suite 593
Lake Kristen, AZ 73247",cherish,2020-10-30 11:16,positive,70,video,food,Google,68,AZ
11518,Bonnie Castillo,BC@gmail.com,"42803 Crawford Extensions Suite 059
New Dustinshire, NM 59137",disgust,2021-01-31 5:26,negative,0,video,food,Microsoft,10,NM
11519,Clifford Ma,CM@gmail.com,"965 Collier Square
Amymouth, NJ 27055",peeking,2020-06-23 22:13,neutral,35,video,food,Huawei,14,NJ
11520,Frances Powell,FP@gmail.com,"06912 Townsend Plaza Suite 265
South Andrew, DC 06057",intrigued,2020-08-28 18:06,positive,45,video,food,HTC,87,DC
11521,Billy Alberts,BA@gmail.com,"11602 Hartman Islands Apt. 473
North Kimberly, WV 56982",indifferent,2020-06-19 10:09,neutral,20,video,food,Huawei,46,WV
11522,Cory Porter,CP@gmail.com,"979 Dennis Gateway Suite 250
West Jenniferview, NM 80685",worried,2020-06-26 13:51,negative,12,video,food,Motorola,94,NM
11523,Madeline Schleich,MS@gmail.com,"5566 William Locks Apt. 237
Lake Monica, WV 22909",peeking,2021-05-03 16:09,neutral,35,video,food,Motorola,59,WV
11524,Tara Cruz,TC@gmail.com,"5003 Potter Alley
Lake Meredith, NH 92634",like,2021-01-14 8:15,positive,50,video,food,Google,68,NH
11525,Norma George,NG@gmail.com,"76066 Darren Village
Port Tammie, MI 63748",indifferent,2020-11-24 1:48,neutral,20,video,food,HTC,58,MI
11526,Tara Johnson,TJ@gmail.com,"06429 Jonathan Junction
Brianmouth, GA 93687",hate,2021-04-20 11:52,negative,5,video,food,Samsung,37,GA
11527,Randy Huynh,RH@gmail.com,"USNV Wright
FPO AA 24117",want,2020-06-29 18:21,positive,70,video,food,Samsung,88,FP
11528,Raymond Whitley,RW@gmail.com,"01459 Ross Parkways Apt. 126
Haynesshire, MT 71948",love,2020-11-26 23:50,positive,65,video,food,HTC,21,MT
11529,Robert Ung,RU@gmail.com,"4482 Ann Throughway Suite 186
New James, CO 10587",indifferent,2021-03-07 6:43,neutral,20,video,food,Microsoft,18,CO
11530,Jennifer Bjorkman,JB@gmail.com,"18111 Jones Spurs Suite 756
New Lauren, PA 29244",intrigued,2021-04-10 17:30,positive,45,video,food,Apple,10,PA
11531,Mary Carlin,MC@gmail.com,"858 Wilson Throughway
Lake Craigburgh, CA 21543",love,2021-01-02 2:42,positive,65,video,food,Google,19,CA
11532,Robert Carrillo,RC@gmail.com,"188 Jerome Island Suite 567
Hansenton, WV 20127",love,2020-11-10 8:16,positive,65,video,food,Apple,34,WV
11533,Daniel Gray,DG@gmail.com,"9439 Jeffrey Alley Suite 593
Lake Kristen, AZ 73247",super love,2021-02-01 7:01,positive,75,video,food,Google,68,AZ
11534,Katie Cooper,KC@gmail.com,"338 Ramirez Knoll Apt. 999
North Eric, NM 56762",love,2021-03-03 12:03,positive,65,video,food,Motorola,81,NM
11535,Sharon Bishop,SBhcjcholecn,"619 Wheeler Lake
Coreyview, ND 23104",peeking,2020-12-21 8:47,neutral,35,video,food,HTC,97,ND
11536,Jeanie Kirn,JK@gmail.com,"644 Emily Burgs
South Paulstad, TX 93774",adore,2021-02-27 21:19,positive,72,photo,travel,Motorola,40,TX
11537,Wayne Calabrese,WC@gmail.com,"03829 Matthew Hollow
Lake Matthewland, KY 72330",scared,2020-12-01 12:58,negative,15,photo,travel,HTC,59,KY
11538,Chester Smith,CS@gmail.com,"271 Ashley Fork Suite 100
Michaelburgh, MO 35011",scared,2021-04-21 13:44,negative,15,photo,travel,Huawei,58,MO
11539,Mary Hamby,MH@gmail.com,"668 Patricia Isle
Martinview, WI 93790",hate,2021-02-22 18:02,negative,5,photo,travel,Motorola,0,WI
11540,Lloyd Golden,LG@gmail.com,"9881 Evans Mission Suite 442
Garyshire, WA 20202",dislike,2020-11-28 6:50,negative,10,photo,travel,Huawei,50,WA
11541,David Gafford,DG@gmail.com,"18209 Williams Freeway
South Terri, MA 51015",adore,2020-07-28 16:24,positive,72,photo,travel,Samsung,74,MA
11542,Ida Cantu,IC@gmail.com,"67413 Lawrence Valleys
South Victortown, PA 70424",heart,2021-02-23 16:34,positive,60,photo,travel,Huawei,91,PA
11543,Susan Weinhold,SW@gmail.com,"593 Stephens Spring
Lorihaven, AL 04182",scared,2020-11-08 12:01,negative,15,photo,travel,Samsung,19,AL
11544,Helen Wynn,HW@gmail.com,"10902 Roberts Forge Apt. 632
Christopherville, SC 10981",indifferent,2021-05-07 10:33,neutral,20,photo,travel,Apple,58,SC
11545,Carmen Wynne,CW@gmail.com,"977 Bailey Parkways Suite 546
West Davidburgh, MS 03949",disgust,2021-05-24 10:23,negative,0,photo,soccer,Motorola,46,MS
11546,John Campbell,JC@gmail.com,"296 Benjamin Rapids Suite 816
Gregoryton, MD 19582",disgust,2020-10-24 9:30,negative,0,photo,soccer,Microsoft,91,MD
11547,Dirk Fletcher,DF@gmail.com,"68303 Carrillo Walk
Donnaland, IN 25450",worried,2021-03-25 19:51,negative,12,photo,soccer,Microsoft,11,IN
11548,Carmen Sander,CS@gmail.com,"64510 Howard Fork
West Samantha, GA 83833",interested,2021-04-13 17:42,positive,30,photo,soccer,Google,36,GA
11549,Christa Thomas,CT@gmail.com,"6967 Gonzalez Roads Suite 288
Lake Rose, DC 62330",scared,2021-01-14 5:20,negative,15,photo,soccer,Motorola,47,DC
11550,Roberto Mcnair,RM@gmail.com,"41639 Roach Union Suite 767
Amandahaven, MI 76329",peeking,2021-04-27 15:58,neutral,35,photo,soccer,Google,19,MI
11551,Minnie Summerlin,MS@gmail.com,"7586 Ashley Island Apt. 739
East Timothyburgh, ND 03126",cherish,2021-04-18 16:29,positive,70,photo,soccer,HTC,40,ND
11552,Jerry Keeton,JK@gmail.com,"727 Sarah Trail
Christineburgh, NM 22196",hate,2020-12-29 9:53,negative,5,photo,soccer,Motorola,30,NM
11553,John Baker,JB@gmail.com,"9062 Janice Fords Suite 579
Taraside, MT 20707",like,2021-03-25 22:04,positive,50,photo,soccer,Google,93,MT
11554,Sharon Bishop,SBhcjcholecn,"619 Wheeler Lake
Coreyview, ND 23104",love,2021-03-21 9:50,positive,65,photo,soccer,HTC,97,ND
11555,Eva Fontenot,EF@gmail.com,"489 Jackson Plaza Apt. 346
Port Nicoleshire, CT 86594",indifferent,2020-09-14 0:26,neutral,20,photo,soccer,Apple,58,CT
11556,Clifford Hebert,CH@gmail.com,"181 Kristen Estates
Hullchester, OH 44577",disgust,2020-07-06 18:12,negative,0,photo,soccer,HTC,19,OH
11557,Mark Henderson,MH@gmail.com,"7091 Lara Causeway Suite 453
New Lauren, RI 21033",like,2021-03-18 19:16,positive,50,photo,soccer,Microsoft,48,RI
11558,Robert Carrillo,RC@gmail.com,"188 Jerome Island Suite 567
Hansenton, WV 20127",scared,2020-09-19 7:06,negative,15,photo,soccer,Apple,34,WV
11559,Katherine Riffle,KR@gmail.com,"305 Gutierrez Forks
Mayborough, FL 20709",peeking,2021-03-01 22:40,neutral,35,photo,soccer,Motorola,88,FL
11560,Christa Thomas,CT@gmail.com,"6967 Gonzalez Roads Suite 288
Lake Rose, DC 62330",intrigued,2021-03-30 14:10,positive,45,photo,soccer,Motorola,47,DC
11561,Meagan Starr,MS@gmail.com,"4803 Vanessa Forks
Ballstad, PA 29187",peeking,2020-12-31 15:33,neutral,35,photo,soccer,HTC,41,PA
11562,Rose Cook,RC@gmail.com,"65135 Paul Cliff
West Wendy, KY 36605",heart,2020-07-10 6:46,positive,60,photo,soccer,Motorola,5,KY
11563,James King,JK@gmail.com,"0005 Gary Terrace Suite 782
New Brandonton, TX 22928",super love,2021-01-10 15:02,positive,75,audio,science,Samsung,87,TX
11564,Katherine Robinson,KR@gmail.com,"233 Amber Alley Apt. 572
Gonzalezfort, MO 83466",want,2020-11-25 16:36,positive,70,audio,science,Huawei,98,MO
11565,Bruce Porter,BP@gmail.com,"20641 Turner Causeway
Robertville, MT 44649",intrigued,2020-08-02 23:14,positive,45,audio,science,Samsung,24,MT
11566,Bruce Porter,BP@gmail.com,"20641 Turner Causeway
Robertville, MT 44649",heart,2021-03-06 2:16,positive,60,audio,science,Samsung,24,MT
11567,Krystal Pauling,KP@gmail.com,"2489 Pierce Ville Suite 169
Barrymouth, AR 44534",heart,2021-04-30 17:03,positive,60,audio,science,Samsung,31,AR
11568,Anna Despain,AD@gmail.com,"93322 Marc Meadows
West Christina, OK 19087",worried,2021-02-20 13:38,negative,12,audio,science,Samsung,84,OK
11569,Lee Horn,LH@gmail.com,"319 Michael Village
West Sherrihaven, WI 75916",super love,2021-02-23 17:02,positive,75,audio,science,Huawei,34,WI
11570,Diane Martinez,DM@gmail.com,"939 Lucas Junctions
Millsberg, SC 79696",indifferent,2021-06-01 4:46,neutral,20,video,science,HTC,96,SC
11571,Peter Oliver,PO@gmail.com,"797 Smith Oval Suite 284
Port David, VT 62603",adore,2021-04-14 8:17,positive,72,video,science,Apple,88,VT
11572,Donna Valdovinos,DV@gmail.com,"0090 Adams Viaduct
New Benjamin, VT 75869",peeking,2020-12-16 14:54,neutral,35,video,science,HTC,19,VT
11573,Ricky Reeves,RR@gmail.com,"USS Thomas
FPO AA 04495",want,2020-09-18 23:36,positive,70,video,science,Huawei,36,FP
11574,Clyde Wheelis,CW@gmail.com,"943 Wilson Fields Apt. 509
Williamston, MO 37340",intrigued,2021-01-29 9:34,positive,45,video,science,Microsoft,95,MO
11575,Jason Meehleder,JM@gmail.com,"119 Powell Trace
North Williambury, MD 32073",interested,2020-10-18 4:28,positive,30,video,science,Apple,20,MD
11576,Melvin Wright,MW@gmail.com,"369 Chelsea Plain
Rebeccaport, MD 94455",interested,2021-05-28 12:24,positive,30,video,science,Motorola,6,MD
11577,Orlando Sapp,OS@gmail.com,"276 Abigail Club Suite 257
Rogershaven, TX 09776",like,2020-08-17 14:37,positive,50,video,science,Motorola,3,TX
11578,William Lewis,WL@gmail.com,"71357 Jonathan Via
Garymouth, MN 09490",disgust,2020-12-19 2:43,negative,0,video,science,Motorola,98,MN
11579,Katherine Riffle,KR@gmail.com,"305 Gutierrez Forks
Mayborough, FL 20709",like,2021-04-06 19:22,positive,50,video,science,Motorola,88,FL
11580,Ruth Nemoede,RN@gmail.com,"PSC 9038, Box 4090
APO AP 52456",like,2021-06-08 2:18,positive,50,video,science,Huawei,98,AP
11581,Addie Ippolito,AI@gmail.com,"20012 Anderson Terrace Suite 936
North Mark, DC 15374",intrigued,2021-01-30 11:11,positive,45,video,science,Huawei,85,DC
11582,Myrtis Isaacs,MI@gmail.com,"45143 Cabrera Underpass
Port Melissaborough, NM 50824",peeking,2020-08-19 17:45,neutral,35,video,science,Motorola,81,NM
11583,Mario Phelps,MP@gmail.com,"3155 Kristy Forest Apt. 783
East Aliciaside, NJ 76888",intrigued,2021-03-13 1:43,positive,45,video,science,Microsoft,95,NJ
11584,Michael Greene,MG@gmail.com,"00059 Christina Tunnel
Blakefort, VA 87906",indifferent,2020-07-18 14:53,neutral,20,video,science,Motorola,19,VA
11585,Brandon Portillo,BPssplwxufql,"USS Hahn
FPO AA 69593",adore,2021-03-19 0:12,positive,72,video,science,Apple,58,FP
11586,Doyle Miller,DM@gmail.com,"72389 Adams Turnpike
North Tara, IA 95679",scared,2020-12-20 22:32,negative,15,video,science,HTC,50,IA
11587,Charles Tanimoto,CT@gmail.com,"384 Steven Station
South Duane, MI 85677",super love,2020-11-11 16:23,positive,75,video,science,Google,75,MI
11588,Margaret Williams,MW@gmail.com,"6021 Christopher Crest Apt. 837
Cartershire, DE 15440",indifferent,2021-05-21 4:32,neutral,20,video,science,HTC,60,DE
11589,Lauri Minnis,LMgovskansxq,"72333 Joy Dale
North Brandon, MN 60449",dislike,2020-07-05 20:40,negative,10,video,science,Motorola,36,MN
11590,Helen Barette,HB@gmail.com,"565 Rogers Gardens Suite 613
East Kevin, CT 42190",scared,2020-09-26 16:31,negative,15,video,science,Google,83,CT
11591,Boyd Prince,BP@gmail.com,"1630 Jimenez Ports Suite 217
West Ashleyfort, CA 00796",disgust,2020-10-08 8:28,negative,0,video,science,Motorola,65,CA
11592,Andrea Fay,AF@gmail.com,"4006 Joyce Field
South Blake, WV 44974",dislike,2020-10-25 22:04,negative,10,video,science,Huawei,58,WV
11593,Lauri Minnis,LMgovskansxq,"72333 Joy Dale
North Brandon, MN 60449",disgust,2020-07-03 15:29,negative,0,video,science,Motorola,36,MN
11594,Myrtis Isaacs,MI@gmail.com,"45143 Cabrera Underpass
Port Melissaborough, NM 50824",adore,2020-09-08 15:48,positive,72,video,science,Motorola,81,NM
11595,Lawrence Hall,LH@gmail.com,"755 John Wells
Lake Kimberly, AL 50065",dislike,2021-02-05 23:15,negative,10,video,science,Motorola,62,AL
11596,Diane Arrington,DA@gmail.com,"588 Michael Road
Lake Larryberg, MD 40485",disgust,2020-09-15 10:49,negative,0,video,science,Apple,60,MD
11597,Darlene Kovacs,DK@gmail.com,"783 Rios Stream
Bryantville, DE 43460",like,2021-01-21 22:24,positive,50,video,science,Motorola,45,DE
11598,Helen Barette,HB@gmail.com,"565 Rogers Gardens Suite 613
East Kevin, CT 42190",heart,2021-04-05 22:17,positive,60,video,science,Google,83,CT
11599,Kathy Mckeel,KM@gmail.com,"2840 Brandon Groves
Port Mary, CT 72674",dislike,2020-06-25 3:23,negative,10,video,science,Google,98,CT
11600,Rachel Taylor,RT@gmail.com,"399 William Oval
North William, NC 22079",adore,2021-04-19 6:22,positive,72,video,science,Huawei,91,NC
11601,Gavin Anderson,GA@gmail.com,"23776 Nathan Street
New Andrew, ME 65273",indifferent,2020-08-20 13:33,neutral,20,video,science,Apple,24,ME
11602,Jose Hughes,JH@gmail.com,"PSC 7480, Box 4771
APO AE 82831",super love,2021-01-06 17:42,positive,75,video,science,Apple,23,AP
11603,Christopher Gipson,CG@gmail.com,"189 Heidi Glen
Fisherborough, KS 37123",worried,2020-09-08 22:57,negative,12,video,science,Microsoft,92,KS
11604,Johnnie Root,JR@gmail.com,"8830 Cox View
Brittanystad, MT 70810",cherish,2021-03-31 6:25,positive,70,video,science,Google,17,MT
11605,Erin Carroll,EC@gmail.com,"Unit 8199 Box 1582
DPO AP 88280",like,2020-09-11 9:04,positive,50,video,science,Microsoft,27,DP
11606,Minnie Summerlin,MS@gmail.com,"7586 Ashley Island Apt. 739
East Timothyburgh, ND 03126",worried,2021-03-09 23:45,negative,12,GIF,studying,HTC,40,ND
11607,Ruth Ortega,RO@gmail.com,"1992 Christopher Forks Apt. 487
Beckyborough, ME 48970",super love,2020-07-12 20:14,positive,75,GIF,studying,HTC,86,ME
11608,Raymond Wander,RW@gmail.com,"24312 Martin Views
Marytown, AZ 15304",worried,2021-05-23 18:35,negative,12,GIF,studying,Microsoft,10,AZ
11609,Raymond Whitley,RW@gmail.com,"01459 Ross Parkways Apt. 126
Haynesshire, MT 71948",adore,2021-03-27 16:34,positive,72,GIF,studying,HTC,21,MT
11610,Elisabeth Stewart,ES@gmail.com,"1480 Wong Bridge Suite 863
West Hunterburgh, MS 92171",heart,2020-07-30 14:54,positive,60,GIF,studying,HTC,0,MS
11611,Jerrie Criswell,JC@gmail.com,"34020 Joshua Mission Suite 487
South Robertburgh, CT 26156",disgust,2020-11-04 2:48,negative,0,GIF,studying,Huawei,33,CT
11612,William Schoen,WS@gmail.com,"138 Bennett Viaduct
North Barrymouth, NH 82285",like,2020-10-07 18:47,positive,50,GIF,studying,Samsung,73,NH
11613,Brett Sandidge,BS@gmail.com,"61958 Courtney Branch
Sarastad, VT 69469",hate,2021-01-01 5:58,negative,5,GIF,studying,Google,59,VT
11614,Lance Spencer,LSdtqsemuido,"7406 Ray Ports
East Adamview, CA 79808",worried,2020-12-04 11:15,negative,12,GIF,studying,Google,63,CA
11615,Todd Veasey,TV@gmail.com,"5681 Johnson Circle Suite 627
West Lisaville, IA 51824",indifferent,2020-07-14 4:31,neutral,20,GIF,studying,Microsoft,62,IA
11616,Gerald Cager,GC@gmail.com,"PSC 1888, Box 5510
APO AA 90778",interested,2021-05-17 11:06,positive,30,GIF,studying,HTC,24,AP
11617,Ricky Reeves,RR@gmail.com,"USS Thomas
FPO AA 04495",indifferent,2020-08-24 23:07,neutral,20,GIF,studying,Huawei,36,FP
11618,Anthony Keil,AK@gmail.com,"6520 Mary Bridge Suite 490
North Juliashire, UT 32383",interested,2020-12-09 13:57,positive,30,GIF,studying,HTC,31,UT
11619,Ruth Palmer,RPbrxoephmar,"854 Andrew Tunnel Apt. 147
North Steven, HI 03808",love,2020-12-06 18:57,positive,65,GIF,studying,HTC,54,HI
11620,Ricky Reeves,RR@gmail.com,"USS Thomas
FPO AA 04495",adore,2020-06-30 3:31,positive,72,GIF,studying,Huawei,36,FP
11621,Patricia Brown,PB@gmail.com,"737 Frederick Squares Suite 479
East Tiffanyhaven, RI 58805",cherish,2021-02-04 1:57,positive,70,GIF,studying,Microsoft,83,RI
11622,Bessie Mcintyre,BM@gmail.com,"48590 Cooper Stream Suite 889
South Sean, NC 71373",interested,2020-11-26 9:01,positive,30,GIF,studying,Samsung,90,NC
11623,Deborah Thomas,DT@gmail.com,"9665 Bean Forge Suite 635
Franciscoside, ND 41116",adore,2020-06-22 18:50,positive,72,GIF,studying,Apple,39,ND
11624,Michael Kenoyer,MK@gmail.com,"08535 Johnson Springs
New Kevinstad, IN 80720",heart,2021-01-31 16:13,positive,60,GIF,studying,HTC,15,IN
11625,Bonnie Castillo,BC@gmail.com,"42803 Crawford Extensions Suite 059
New Dustinshire, NM 59137",cherish,2021-02-05 13:31,positive,70,GIF,studying,Microsoft,10,NM
11626,William Lewis,WL@gmail.com,"71357 Jonathan Via
Garymouth, MN 09490",worried,2020-11-14 23:42,negative,12,GIF,studying,Motorola,98,MN
11627,Gertrude Heaps,GH@gmail.com,"2287 Bishop Throughway
South Caitlin, TN 32386",peeking,2020-12-14 2:21,neutral,35,GIF,studying,Apple,78,TN
11628,Darlene Kovacs,DK@gmail.com,"783 Rios Stream
Bryantville, DE 43460",adore,2020-08-21 13:54,positive,72,GIF,studying,Motorola,45,DE
11629,Terry Huang,TH@gmail.com,"3475 Monique Station
East Jacobborough, VA 02578",like,2021-02-19 1:47,positive,50,GIF,studying,Microsoft,32,VA
11630,Rose Cook,RC@gmail.com,"65135 Paul Cliff
West Wendy, KY 36605",dislike,2021-02-15 14:09,negative,10,video,animals,Motorola,5,KY
11631,Sharon Lindsey,SL@gmail.com,"89108 Shannon Terrace
West Robert, DE 18285",dislike,2020-08-16 15:17,negative,10,video,animals,Samsung,20,DE
11632,Darlene Kovacs,DK@gmail.com,"783 Rios Stream
Bryantville, DE 43460",scared,2020-09-23 20:34,negative,15,video,animals,Motorola,45,DE
11633,Elizabeth Holmes,EH@gmail.com,"7927 Curtis Glen Suite 568
South Thomas, CT 71151",like,2021-01-27 18:55,positive,50,video,animals,Motorola,23,CT
11634,Charles Pennington,CP@gmail.com,"418 Jennifer Motorway Suite 815
Cruzview, GA 03543",like,2020-10-22 6:34,positive,50,video,animals,Microsoft,6,GA
11635,Albert Rutherford,AR@gmail.com,"17542 Brown Spring
Jacobtown, WA 58150",interested,2021-04-22 15:12,positive,30,video,animals,Huawei,36,WA
11636,Rita Jones,RJ@gmail.com,"56503 Christopher Road Apt. 657
North Jamesfort, GA 32215",like,2020-12-03 5:13,positive,50,video,animals,Microsoft,49,GA
11637,Henry Mester,HM@gmail.com,"45078 Darrell Prairie
Lake Amanda, MT 73755",hate,2020-12-18 3:41,negative,5,video,animals,Apple,34,MT
11638,Lloyd Golden,LG@gmail.com,"9881 Evans Mission Suite 442
Garyshire, WA 20202",indifferent,2020-09-21 4:38,neutral,20,video,animals,Huawei,50,WA
11639,Dwight Jefferson,DJ@gmail.com,"70091 Davis Spurs
New Georgeborough, TX 29949",super love,2020-07-05 11:17,positive,75,video,animals,Motorola,86,TX
11640,Shirley Riggan,SRkbabommpez,"03255 Jordan Route Apt. 919
Nicholasbury, SC 51073",hate,2020-08-13 5:08,negative,5,video,animals,Google,65,SC
11641,Eva Brown,EB@gmail.com,"PSC 8330, Box 1422
APO AP 16415",scared,2021-03-19 6:13,negative,15,video,animals,Samsung,8,AP
11642,Jose Pankratz,JP@gmail.com,"112 Silva Station
Port Sheilafort, IA 35620",super love,2020-11-29 12:20,positive,75,video,animals,Samsung,14,IA
11643,Ruth Ortega,RO@gmail.com,"1992 Christopher Forks Apt. 487
Beckyborough, ME 48970",worried,2021-06-02 1:09,negative,12,video,animals,HTC,86,ME
11644,Alan Moskowitz,AM@gmail.com,"890 Mikayla Ferry
Maryport, KY 28636",like,2020-10-05 9:47,positive,50,video,animals,Microsoft,14,KY
11645,Vivian Toney,VTrgqcnsrvpx,"72478 Blackwell Springs Apt. 850
West Lindsayville, IN 42605",indifferent,2020-10-13 6:09,neutral,20,video,animals,Apple,56,IN
11646,Crystal Dukes,CD@gmail.com,"796 Burgess Vista Suite 995
Lake Rachel, MT 18164",cherish,2020-06-19 15:30,positive,70,video,animals,Huawei,23,MT
11647,Victor Chapmon,VC@gmail.com,"7894 Christopher Junction Suite 831
North Shawnburgh, TX 17046",disgust,2020-09-30 14:46,negative,0,video,animals,Microsoft,21,TX
11648,Orlando Sapp,OS@gmail.com,"276 Abigail Club Suite 257
Rogershaven, TX 09776",want,2020-08-18 10:50,positive,70,video,animals,Motorola,3,TX
11649,Debbie Stanton,DS@gmail.com,"56824 Crystal Freeway
Hoovermouth, ME 38682",interested,2021-01-30 10:06,positive,30,video,animals,Huawei,12,ME
11650,Jenny Young,JY@gmail.com,"11861 Payne Light Apt. 577
Melissamouth, AZ 68375",dislike,2021-03-27 8:22,negative,10,video,animals,HTC,49,AZ
11651,Alice Oh,AO@gmail.com,"778 Cook Trail
Carrollville, TX 05440",peeking,2020-08-17 18:32,neutral,35,video,animals,Microsoft,32,TX
11652,Martha Heaps,MH@gmail.com,"PSC 8622, Box 3896
APO AP 71913",hate,2020-09-22 20:47,negative,5,video,animals,Apple,90,AP
11653,Calvin Wilmoth,CW@gmail.com,"033 Kim Isle Suite 977
Stephenfort, ID 13388",dislike,2020-11-28 23:59,negative,10,photo,technology,Microsoft,62,ID
11654,Myles Davis,MD@gmail.com,"697 Michael Shore Suite 177
West Rebecca, AR 95374",intrigued,2021-05-26 6:15,positive,45,photo,technology,Microsoft,94,AR
11655,Gilbert Faire,GF@gmail.com,"8905 Taylor Squares
Mahoneyview, OK 75053",hate,2020-08-10 22:33,negative,5,photo,technology,HTC,15,OK
11656,Karen Rios,KR@gmail.com,"8912 Katherine Plaza
Port Jenna, VA 59860",peeking,2021-02-02 5:56,neutral,35,photo,technology,Huawei,98,VA
11657,Ruth Washington,RW@gmail.com,"341 Brandon Ford
West Christineton, ME 06206",hate,2020-07-01 12:12,negative,5,photo,technology,Motorola,26,ME
11658,Donna Valdovinos,DV@gmail.com,"0090 Adams Viaduct
New Benjamin, VT 75869",indifferent,2021-03-19 7:49,neutral,20,photo,technology,HTC,19,VT
11659,Javier Johnson,JJ@gmail.com,"29756 Frances Inlet
Sarahborough, NJ 69740",like,2020-08-05 19:26,positive,50,photo,technology,Apple,99,NJ
11660,Louise Laramore,LL@gmail.com,"209 Christina Valleys
West Jason, OK 13984",indifferent,2020-08-21 13:14,neutral,20,photo,technology,Motorola,42,OK
11661,Shela Phifer,SP@gmail.com,"2589 Lee Mission Apt. 819
Port Jamesborough, ME 21958",scared,2020-10-23 14:47,negative,15,photo,technology,Apple,58,ME
11662,Michael Beasley,MB@gmail.com,"8563 Hill Glens
West Melissa, MS 92364",worried,2020-09-30 11:04,negative,12,photo,technology,Huawei,43,MS
11663,Anthony Doty,AD@gmail.com,"4966 Eric Brooks Suite 394
New Malik, MO 03506",adore,2020-12-28 8:58,positive,72,photo,technology,HTC,17,MO
11664,Raymond Wander,RW@gmail.com,"24312 Martin Views
Marytown, AZ 15304",dislike,2020-07-12 21:42,negative,10,photo,technology,Microsoft,10,AZ
